"","Seed","FilledRows","Deviation","Model","Condition","PromptLength","CondPrompt"
"631","seed_31_all",199,-1,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"632","seed_32_all",204,4,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"633","seed_33_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"634","seed_34_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"635","seed_35_all",202,2,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"636","seed_36_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"637","seed_37_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"638","seed_38_all",277,77,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"639","seed_39_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"640","seed_40_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"641","seed_41_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"642","seed_42_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"643","seed_43_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"644","seed_44_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"645","seed_45_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"646","seed_46_all",239,39,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"647","seed_47_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"648","seed_48_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"649","seed_49_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"650","seed_50_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"651","seed_51_all",237,37,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"652","seed_52_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"653","seed_53_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"654","seed_54_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"655","seed_55_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"656","seed_56_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"657","seed_57_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"658","seed_58_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"659","seed_59_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"660","seed_60_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"661","seed_61_all",199,-1,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"662","seed_62_all",199,-1,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"663","seed_63_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"664","seed_64_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"665","seed_65_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"666","seed_66_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"667","seed_67_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"668","seed_68_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"669","seed_69_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"670","seed_70_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"671","seed_71_all",207,7,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"672","seed_72_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"673","seed_73_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"674","seed_74_all",237,37,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"675","seed_75_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"676","seed_76_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"677","seed_77_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"678","seed_78_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"679","seed_79_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"680","seed_80_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"681","seed_81_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"682","seed_82_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"683","seed_83_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"684","seed_84_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"685","seed_85_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"686","seed_86_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"687","seed_87_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"688","seed_88_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"689","seed_89_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"690","seed_90_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"691","seed_91_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"692","seed_92_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"693","seed_93_all",203,3,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"694","seed_94_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"695","seed_95_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"696","seed_96_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"697","seed_97_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"698","seed_98_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"699","seed_99_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"700","seed_100_all",200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"701","seed_1_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"702","seed_2_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"703","seed_3_all",199,-1,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"704","seed_4_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"705","seed_5_all",203,3,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"706","seed_6_all",228,28,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"707","seed_7_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"708","seed_8_all",203,3,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"709","seed_9_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"710","seed_10_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"711","seed_11_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"712","seed_12_all",209,9,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"713","seed_13_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"714","seed_14_all",196,-4,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"715","seed_15_all",192,-8,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"716","seed_16_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"717","seed_17_all",211,11,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"718","seed_18_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"719","seed_19_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"720","seed_20_all",215,15,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"721","seed_21_all",219,19,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"722","seed_22_all",204,4,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"723","seed_23_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"724","seed_24_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"725","seed_25_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"726","seed_26_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"727","seed_27_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"728","seed_28_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"729","seed_29_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"730","seed_30_all",207,7,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"731","seed_31_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"732","seed_32_all",168,-32,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"733","seed_33_all",202,2,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"734","seed_34_all",204,4,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"735","seed_35_all",197,-3,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"736","seed_36_all",203,3,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"737","seed_37_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"738","seed_38_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"739","seed_39_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"740","seed_40_all",205,5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"741","seed_41_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"742","seed_42_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"743","seed_43_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"744","seed_44_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"745","seed_45_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"746","seed_46_all",208,8,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"747","seed_47_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"748","seed_48_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"749","seed_49_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"750","seed_50_all",211,11,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"751","seed_51_all",209,9,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"752","seed_52_all",201,1,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"753","seed_53_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"754","seed_54_all",213,13,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"755","seed_55_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"756","seed_56_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"757","seed_57_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"758","seed_58_all",198,-2,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"759","seed_59_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"760","seed_60_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"761","seed_61_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"762","seed_62_all",204,4,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"763","seed_63_all",202,2,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"764","seed_64_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"765","seed_65_all",201,1,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"766","seed_66_all",185,-15,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"767","seed_67_all",207,7,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"768","seed_68_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"769","seed_69_all",210,10,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"770","seed_70_all",198,-2,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"771","seed_71_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"772","seed_72_all",191,-9,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"773","seed_73_all",204,4,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"774","seed_74_all",204,4,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"775","seed_75_all",203,3,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"776","seed_76_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"777","seed_77_all",237,37,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"778","seed_78_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"779","seed_79_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"780","seed_80_all",215,15,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"781","seed_81_all",204,4,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"782","seed_82_all",203,3,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"783","seed_83_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"784","seed_84_all",213,13,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"785","seed_85_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"786","seed_86_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"787","seed_87_all",197,-3,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"788","seed_88_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"789","seed_89_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"790","seed_90_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"791","seed_91_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"792","seed_92_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"793","seed_93_all",197,-3,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"794","seed_94_all",215,15,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"795","seed_95_all",211,11,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"796","seed_96_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"797","seed_97_all",202,2,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"798","seed_98_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"799","seed_99_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"800","seed_100_all",200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"801","seed_1_all",176,-24,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"802","seed_2_all",135,-65,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"803","seed_3_all",23,-177,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"804","seed_4_all",217,17,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"805","seed_5_all",374,174,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"806","seed_6_all",201,1,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"807","seed_7_all",202,2,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"808","seed_8_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"809","seed_9_all",204,4,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"810","seed_10_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"811","seed_11_all",234,34,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"812","seed_12_all",201,1,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"813","seed_13_all",213,13,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"814","seed_14_all",218,18,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"815","seed_15_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"816","seed_16_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"817","seed_17_all",216,16,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"818","seed_18_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"819","seed_19_all",201,1,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"820","seed_20_all",218,18,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"821","seed_21_all",194,-6,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"822","seed_22_all",108,-92,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"823","seed_23_all",202,2,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"824","seed_24_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"825","seed_25_all",205,5,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"826","seed_26_all",141,-59,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"827","seed_27_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"828","seed_28_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"829","seed_29_all",119,-81,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"830","seed_30_all",217,17,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"831","seed_31_all",201,1,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"832","seed_32_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"833","seed_33_all",185,-15,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"834","seed_34_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"835","seed_35_all",218,18,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"836","seed_36_all",180,-20,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"837","seed_37_all",187,-13,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"838","seed_38_all",173,-27,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"839","seed_39_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"840","seed_40_all",196,-4,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"841","seed_41_all",204,4,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"842","seed_42_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"843","seed_43_all",211,11,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"844","seed_44_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"845","seed_45_all",162,-38,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"846","seed_46_all",211,11,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"847","seed_47_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"848","seed_48_all",210,10,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"849","seed_49_all",191,-9,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"850","seed_50_all",226,26,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"851","seed_51_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"852","seed_52_all",212,12,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"853","seed_53_all",170,-30,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"854","seed_54_all",210,10,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"855","seed_55_all",157,-43,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"856","seed_56_all",185,-15,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"857","seed_57_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"858","seed_58_all",175,-25,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"859","seed_59_all",226,26,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"860","seed_60_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"861","seed_61_all",204,4,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"862","seed_62_all",195,-5,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"863","seed_63_all",206,6,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"864","seed_64_all",211,11,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"865","seed_65_all",374,174,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"866","seed_66_all",157,-43,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"867","seed_67_all",201,1,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"868","seed_68_all",202,2,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"869","seed_69_all",185,-15,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"870","seed_70_all",221,21,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"871","seed_71_all",47,-153,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"872","seed_72_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"873","seed_73_all",188,-12,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"874","seed_74_all",186,-14,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"875","seed_75_all",164,-36,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"876","seed_76_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"877","seed_77_all",201,1,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"878","seed_78_all",224,24,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"879","seed_79_all",205,5,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"880","seed_80_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"881","seed_81_all",169,-31,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"882","seed_82_all",231,31,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"883","seed_83_all",213,13,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"884","seed_84_all",210,10,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"885","seed_85_all",209,9,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"886","seed_86_all",183,-17,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"887","seed_87_all",199,-1,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"888","seed_88_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"889","seed_89_all",203,3,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"890","seed_90_all",200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"891","seed_91_all",212,12,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"892","seed_92_all",205,5,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"893","seed_93_all",181,-19,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"894","seed_94_all",197,-3,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"895","seed_95_all",215,15,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"896","seed_96_all",217,17,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"897","seed_97_all",205,5,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"898","seed_98_all",211,11,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"899","seed_99_all",202,2,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"900","seed_100_all",212,12,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"901","seed_1_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"902","seed_2_all",233,33,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"903","seed_3_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"904","seed_4_all",230,30,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"905","seed_5_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"906","seed_6_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"907","seed_7_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"908","seed_8_all",220,20,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"909","seed_9_all",199,-1,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"910","seed_10_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"911","seed_11_all",198,-2,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"912","seed_12_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"913","seed_13_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"914","seed_14_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"915","seed_15_all",203,3,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"916","seed_16_all",203,3,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"917","seed_17_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"918","seed_18_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"919","seed_19_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"920","seed_20_all",196,-4,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"921","seed_21_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"922","seed_22_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"923","seed_23_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"924","seed_24_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"925","seed_25_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"926","seed_26_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"927","seed_27_all",225,25,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"928","seed_28_all",207,7,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
"929","seed_29_all",200,0,"ChatGPT o3","KD/MIS-C","Short","KD/MIS-C · Short"
