"","Seed","OffList","Filled","OffPct","Model","Condition","PromptLength","CondPrompt"
"572","seed_72_all",16,194,8.24742268041237,"Gemini 2.5 Pro","TB","Long","TB · Long"
"573","seed_73_all",1,205,0.48780487804878,"Gemini 2.5 Pro","TB","Long","TB · Long"
"574","seed_74_all",5,200,2.5,"Gemini 2.5 Pro","TB","Long","TB · Long"
"575","seed_75_all",0,194,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"576","seed_76_all",15,210,7.14285714285714,"Gemini 2.5 Pro","TB","Long","TB · Long"
"577","seed_77_all",2,207,0.966183574879227,"Gemini 2.5 Pro","TB","Long","TB · Long"
"578","seed_78_all",5,199,2.51256281407035,"Gemini 2.5 Pro","TB","Long","TB · Long"
"579","seed_79_all",0,186,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"580","seed_80_all",5,210,2.38095238095238,"Gemini 2.5 Pro","TB","Long","TB · Long"
"581","seed_81_all",7,217,3.2258064516129,"Gemini 2.5 Pro","TB","Long","TB · Long"
"582","seed_82_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"583","seed_83_all",4,211,1.8957345971564,"Gemini 2.5 Pro","TB","Long","TB · Long"
"584","seed_84_all",9,313,2.87539936102236,"Gemini 2.5 Pro","TB","Long","TB · Long"
"585","seed_85_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"586","seed_86_all",6,240,2.5,"Gemini 2.5 Pro","TB","Long","TB · Long"
"587","seed_87_all",4,199,2.01005025125628,"Gemini 2.5 Pro","TB","Long","TB · Long"
"588","seed_88_all",7,211,3.3175355450237,"Gemini 2.5 Pro","TB","Long","TB · Long"
"589","seed_89_all",48,194,24.7422680412371,"Gemini 2.5 Pro","TB","Long","TB · Long"
"590","seed_90_all",8,222,3.6036036036036,"Gemini 2.5 Pro","TB","Long","TB · Long"
"591","seed_91_all",8,221,3.61990950226244,"Gemini 2.5 Pro","TB","Long","TB · Long"
"592","seed_92_all",8,234,3.41880341880342,"Gemini 2.5 Pro","TB","Long","TB · Long"
"593","seed_93_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"594","seed_94_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"595","seed_95_all",8,222,3.6036036036036,"Gemini 2.5 Pro","TB","Long","TB · Long"
"596","seed_96_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"597","seed_97_all",0,200,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"598","seed_98_all",4,214,1.86915887850467,"Gemini 2.5 Pro","TB","Long","TB · Long"
"599","seed_99_all",10,220,4.54545454545455,"Gemini 2.5 Pro","TB","Long","TB · Long"
"600","seed_100_all",0,153,0,"Gemini 2.5 Pro","TB","Long","TB · Long"
"601","seed_1_all",0,212,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"602","seed_2_all",4,200,2,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"603","seed_3_all",13,200,6.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"604","seed_4_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"605","seed_5_all",19,200,9.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"606","seed_6_all",9,200,4.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"607","seed_7_all",16,200,8,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"608","seed_8_all",8,200,4,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"609","seed_9_all",5,200,2.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"610","seed_10_all",10,175,5.71428571428571,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"611","seed_11_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"612","seed_12_all",6,200,3,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"613","seed_13_all",6,200,3,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"614","seed_14_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"615","seed_15_all",9,200,4.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"616","seed_16_all",13,200,6.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"617","seed_17_all",11,200,5.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"618","seed_18_all",6,200,3,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"619","seed_19_all",8,200,4,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"620","seed_20_all",3,200,1.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"621","seed_21_all",7,201,3.48258706467662,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"622","seed_22_all",7,208,3.36538461538462,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"623","seed_23_all",6,200,3,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"624","seed_24_all",3,200,1.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"625","seed_25_all",5,200,2.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"626","seed_26_all",14,200,7,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"627","seed_27_all",18,201,8.95522388059701,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"628","seed_28_all",4,200,2,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"629","seed_29_all",6,200,3,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"630","seed_30_all",3,200,1.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"631","seed_31_all",7,199,3.51758793969849,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"632","seed_32_all",4,204,1.96078431372549,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"633","seed_33_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"634","seed_34_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"635","seed_35_all",16,202,7.92079207920792,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"636","seed_36_all",5,200,2.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"637","seed_37_all",5,200,2.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"638","seed_38_all",9,277,3.24909747292419,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"639","seed_39_all",12,200,6,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"640","seed_40_all",13,200,6.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"641","seed_41_all",7,200,3.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"642","seed_42_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"643","seed_43_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"644","seed_44_all",9,200,4.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"645","seed_45_all",7,200,3.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"646","seed_46_all",12,239,5.02092050209205,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"647","seed_47_all",1,200,0.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"648","seed_48_all",4,200,2,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"649","seed_49_all",9,200,4.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"650","seed_50_all",19,200,9.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"651","seed_51_all",0,237,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"652","seed_52_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"653","seed_53_all",2,200,1,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"654","seed_54_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"655","seed_55_all",9,200,4.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"656","seed_56_all",15,200,7.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"657","seed_57_all",6,200,3,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"658","seed_58_all",3,200,1.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"659","seed_59_all",17,200,8.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"660","seed_60_all",8,200,4,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"661","seed_61_all",2,199,1.00502512562814,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"662","seed_62_all",0,199,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"663","seed_63_all",11,200,5.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"664","seed_64_all",12,200,6,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"665","seed_65_all",12,200,6,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"666","seed_66_all",4,200,2,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"667","seed_67_all",8,200,4,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"668","seed_68_all",2,200,1,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"669","seed_69_all",7,200,3.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"670","seed_70_all",7,200,3.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"671","seed_71_all",7,207,3.38164251207729,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"672","seed_72_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"673","seed_73_all",5,200,2.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"674","seed_74_all",19,237,8.0168776371308,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"675","seed_75_all",12,200,6,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"676","seed_76_all",5,200,2.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"677","seed_77_all",6,200,3,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"678","seed_78_all",7,200,3.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"679","seed_79_all",8,200,4,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"680","seed_80_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"681","seed_81_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"682","seed_82_all",8,200,4,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"683","seed_83_all",7,200,3.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"684","seed_84_all",9,200,4.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"685","seed_85_all",4,200,2,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"686","seed_86_all",7,200,3.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"687","seed_87_all",5,200,2.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"688","seed_88_all",5,200,2.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"689","seed_89_all",5,200,2.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"690","seed_90_all",12,200,6,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"691","seed_91_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"692","seed_92_all",1,200,0.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"693","seed_93_all",5,203,2.46305418719212,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"694","seed_94_all",8,200,4,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"695","seed_95_all",0,200,0,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"696","seed_96_all",11,200,5.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"697","seed_97_all",8,200,4,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"698","seed_98_all",7,200,3.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"699","seed_99_all",9,200,4.5,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"700","seed_100_all",6,200,3,"ChatGPT o3","ME/CFS","Long","ME/CFS · Long"
"701","seed_1_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"702","seed_2_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"703","seed_3_all",0,199,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"704","seed_4_all",23,200,11.5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"705","seed_5_all",16,203,7.88177339901478,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"706","seed_6_all",7,228,3.07017543859649,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"707","seed_7_all",7,200,3.5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"708","seed_8_all",8,203,3.94088669950739,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"709","seed_9_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"710","seed_10_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"711","seed_11_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"712","seed_12_all",20,209,9.56937799043062,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"713","seed_13_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"714","seed_14_all",13,196,6.63265306122449,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"715","seed_15_all",19,192,9.89583333333333,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"716","seed_16_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"717","seed_17_all",18,211,8.53080568720379,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"718","seed_18_all",4,200,2,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"719","seed_19_all",3,200,1.5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"720","seed_20_all",29,215,13.4883720930233,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"721","seed_21_all",20,219,9.1324200913242,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"722","seed_22_all",16,204,7.84313725490196,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"723","seed_23_all",13,200,6.5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"724","seed_24_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"725","seed_25_all",10,200,5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"726","seed_26_all",1,200,0.5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"727","seed_27_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"728","seed_28_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"729","seed_29_all",14,200,7,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"730","seed_30_all",33,207,15.9420289855072,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"731","seed_31_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"732","seed_32_all",1,168,0.595238095238095,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"733","seed_33_all",31,202,15.3465346534653,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"734","seed_34_all",21,204,10.2941176470588,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"735","seed_35_all",34,197,17.258883248731,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"736","seed_36_all",23,203,11.3300492610837,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"737","seed_37_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"738","seed_38_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"739","seed_39_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"740","seed_40_all",22,205,10.7317073170732,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"741","seed_41_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"742","seed_42_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"743","seed_43_all",7,200,3.5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"744","seed_44_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"745","seed_45_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"746","seed_46_all",13,208,6.25,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"747","seed_47_all",7,200,3.5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"748","seed_48_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"749","seed_49_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"750","seed_50_all",23,211,10.9004739336493,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"751","seed_51_all",11,209,5.26315789473684,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"752","seed_52_all",20,201,9.9502487562189,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"753","seed_53_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"754","seed_54_all",16,213,7.51173708920188,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"755","seed_55_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"756","seed_56_all",2,200,1,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"757","seed_57_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"758","seed_58_all",28,198,14.1414141414141,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"759","seed_59_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"760","seed_60_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"761","seed_61_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"762","seed_62_all",16,204,7.84313725490196,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"763","seed_63_all",33,202,16.3366336633663,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"764","seed_64_all",7,200,3.5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"765","seed_65_all",6,201,2.98507462686567,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"766","seed_66_all",34,185,18.3783783783784,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"767","seed_67_all",17,207,8.21256038647343,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"768","seed_68_all",22,200,11,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"769","seed_69_all",9,210,4.28571428571429,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"770","seed_70_all",25,198,12.6262626262626,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"771","seed_71_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"772","seed_72_all",30,191,15.7068062827225,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"773","seed_73_all",16,204,7.84313725490196,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"774","seed_74_all",0,204,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"775","seed_75_all",12,203,5.91133004926108,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"776","seed_76_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"777","seed_77_all",21,237,8.86075949367089,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"778","seed_78_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"779","seed_79_all",6,200,3,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"780","seed_80_all",20,215,9.30232558139535,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"781","seed_81_all",43,204,21.078431372549,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"782","seed_82_all",10,203,4.92610837438424,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"783","seed_83_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"784","seed_84_all",17,213,7.981220657277,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"785","seed_85_all",8,200,4,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"786","seed_86_all",12,200,6,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"787","seed_87_all",18,197,9.13705583756345,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"788","seed_88_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"789","seed_89_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"790","seed_90_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"791","seed_91_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"792","seed_92_all",10,200,5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"793","seed_93_all",29,197,14.7208121827411,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"794","seed_94_all",12,215,5.58139534883721,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"795","seed_95_all",19,211,9.00473933649289,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"796","seed_96_all",11,200,5.5,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"797","seed_97_all",13,202,6.43564356435644,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"798","seed_98_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"799","seed_99_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"800","seed_100_all",0,200,0,"Claude Opus4","ME/CFS","Long","ME/CFS · Long"
"801","seed_1_all",5,176,2.84090909090909,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"802","seed_2_all",20,135,14.8148148148148,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"803","seed_3_all",0,23,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"804","seed_4_all",9,217,4.14746543778802,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"805","seed_5_all",39,374,10.427807486631,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"806","seed_6_all",11,201,5.4726368159204,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"807","seed_7_all",0,202,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"808","seed_8_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"809","seed_9_all",18,204,8.82352941176471,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"810","seed_10_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"811","seed_11_all",13,234,5.55555555555556,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"812","seed_12_all",12,201,5.97014925373134,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"813","seed_13_all",11,213,5.16431924882629,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"814","seed_14_all",24,218,11.0091743119266,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"815","seed_15_all",4,200,2,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"816","seed_16_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"817","seed_17_all",11,216,5.09259259259259,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"818","seed_18_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"819","seed_19_all",5,201,2.48756218905473,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"820","seed_20_all",15,218,6.88073394495413,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"821","seed_21_all",3,194,1.54639175257732,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"822","seed_22_all",0,108,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"823","seed_23_all",13,202,6.43564356435644,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"824","seed_24_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"825","seed_25_all",13,205,6.34146341463415,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"826","seed_26_all",0,141,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"827","seed_27_all",3,200,1.5,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"828","seed_28_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"829","seed_29_all",0,119,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"830","seed_30_all",12,217,5.52995391705069,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"831","seed_31_all",0,201,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"832","seed_32_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"833","seed_33_all",0,185,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"834","seed_34_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"835","seed_35_all",11,218,5.04587155963303,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"836","seed_36_all",2,180,1.11111111111111,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"837","seed_37_all",0,187,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"838","seed_38_all",0,173,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"839","seed_39_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"840","seed_40_all",0,196,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"841","seed_41_all",15,204,7.35294117647059,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"842","seed_42_all",1,200,0.5,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"843","seed_43_all",9,211,4.2654028436019,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"844","seed_44_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"845","seed_45_all",0,162,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"846","seed_46_all",7,211,3.3175355450237,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"847","seed_47_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"848","seed_48_all",18,210,8.57142857142857,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"849","seed_49_all",8,191,4.18848167539267,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"850","seed_50_all",4,226,1.76991150442478,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"851","seed_51_all",0,200,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"852","seed_52_all",22,212,10.377358490566,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
"853","seed_53_all",0,170,0,"Gemini 2.5 Pro","ME/CFS","Long","ME/CFS · Long"
